city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Puerto Peñasco,31.3167,-113.5369,Mexico,MX,Sonora,minor,62177,56756
Ocoyoacac,19.2739,-99.4606,Mexico,MX,Morelos,minor,61805,61805
Valle de Bravo,19.1925,-100.1306,Mexico,MX,México,minor,61559,61559
Montemorelos,25.1872,-99.8267,Mexico,MX,Nuevo León,minor,60829,45108
Autlán de Navarro,19.7667,-104.3667,Mexico,MX,Jalisco,minor,60572,60572
Amozoc,19.0333,-98.0500,Mexico,MX,Puebla,minor,60517,60517
Heroica Caborca,30.7167,-112.1500,Mexico,MX,Sonora,minor,59922,59922
Huehuetoca,19.8342,-99.2033,Mexico,MX,México,minor,59721,59721
Altamira,22.3375,-97.8694,Mexico,MX,Tamaulipas,minor,59536,59536
Uriangato,20.1333,-101.1667,Mexico,MX,Guanajuato,minor,59305,59305
Tlaltenango de Sánchez Román,21.7815,-103.3059,Mexico,MX,Zacatecas,minor,58560,58560
Sombrerete,23.6333,-103.6397,Mexico,MX,Zacatecas,minor,58201,21702
Temascalcingo,19.9147,-100.0036,Mexico,MX,México,minor,58169,58169
Acámbaro,20.0361,-100.7314,Mexico,MX,Guanajuato,minor,57972,57972
Cortazar,20.4830,-100.9330,Mexico,MX,Guanajuato,minor,57748,57748
Jerez de García Salinas,22.6481,-102.9903,Mexico,MX,Zacatecas,minor,57610,57610
Acambay,19.9539,-99.8431,Mexico,MX,México,minor,56847,56847
Amealco,20.1881,-100.1439,Mexico,MX,Querétaro,minor,56457,56457
Actopan,20.2670,-98.9330,Mexico,MX,Hidalgo,,56429,29223
Etchojoa,26.8667,-109.6500,Mexico,MX,Sonora,minor,56129,56129
Nuevo Casas Grandes,30.4167,-107.9167,Mexico,MX,Chihuahua,minor,55553,55553
Jocotitlán,19.7072,-99.7867,Mexico,MX,México,minor,55403,55403
Tequisquiapan,20.5206,-99.8958,Mexico,MX,Querétaro,minor,54929,29799
San José Iturbide,21.0000,-100.3833,Mexico,MX,Guanajuato,minor,54661,54661
Progreso,21.2800,-89.6700,Mexico,MX,Yucatán,minor,53958,37369
San Pedro,25.7589,-102.9844,Mexico,MX,Coahuila de Zaragoza,minor,53688,53688
Pijijiapan,15.6867,-93.2092,Mexico,MX,Chiapas,minor,53525,53525
San José Villa de Allende,19.3747,-100.1475,Mexico,MX,México,minor,52641,52641
Acatzingo,18.9817,-97.7822,Mexico,MX,Puebla,minor,52078,52078
Huamantla,19.3133,-97.9228,Mexico,MX,Tlaxcala,minor,51996,51996
Romita,20.8708,-101.5169,Mexico,MX,Guanajuato,minor,51825,51825
Berriozábal,16.7993,-93.2725,Mexico,MX,Chiapas,minor,51722,51722
Zumpango,19.7969,-99.0992,Mexico,MX,México,minor,50742,50742
Francisco I. Madero,25.7753,-103.2731,Mexico,MX,Coahuila de Zaragoza,minor,50084,50084
Tepeapulco,19.7856,-98.5517,Mexico,MX,Hidalgo,minor,49850,49850
Valladolid,20.6894,-88.2017,Mexico,MX,Yucatán,,48973,48973
Matamoros,25.5330,-103.2500,Mexico,MX,Coahuila de Zaragoza,minor,48511,48511
Ramos Arizpe,25.5500,-100.9667,Mexico,MX,Coahuila de Zaragoza,minor,48228,48228
San Buenaventura,19.2641,-99.6746,Mexico,MX,México,,48037,48037
Santiago Teyahualco,19.6667,-99.1333,Mexico,MX,México,,47547,47547
Calimaya,19.1608,-99.6172,Mexico,MX,México,minor,47033,47033
Tizimín,21.1425,-88.1647,Mexico,MX,Yucatán,minor,46971,46971
Santa Ana Chiautempan,19.3167,-98.1833,Mexico,MX,Tlaxcala,minor,46776,46776
San Francisco de los Romo,22.0833,-102.2667,Mexico,MX,Aguascalientes,minor,46454,46454
Tlalmanalco,19.2044,-98.8025,Mexico,MX,México,minor,46130,46130
Villagrán,20.5170,-100.9830,Mexico,MX,Guanajuato,minor,45941,27079
Ciudad Constitución,25.0322,-111.6703,Mexico,MX,Baja California Sur,minor,45888,45888
Cuautepec de Hinojosa,20.1500,-98.4333,Mexico,MX,Hidalgo,minor,45527,45527
Parras de la Fuente,25.4403,-102.1792,Mexico,MX,Coahuila de Zaragoza,minor,45423,33817
Chiapa de Corzo,16.7083,-93.0169,Mexico,MX,Chiapas,minor,45077,45077
Puerto Escondido,15.8619,-97.0672,Mexico,MX,Oaxaca,,45000,25902
Petatlán,17.5383,-101.2739,Mexico,MX,Guerrero,minor,44485,44485
Zongolica,18.6642,-97.0011,Mexico,MX,Veracruz,minor,43871,43871
Pedro Celestino Negrete,24.7260,-102.9840,Mexico,MX,Durango,,43447,43447
Loreto,22.2667,-101.9833,Mexico,MX,Zacatecas,minor,43411,43411
Actopan,19.5036,-96.6192,Mexico,MX,Veracruz,minor,43388,43388
Jesús María,21.9667,-102.3500,Mexico,MX,Aguascalientes,minor,43012,43012
Tepalcatepec,19.1833,-102.8500,Mexico,MX,Michoacán de Ocampo,minor,42879,42879
Atenco,19.5167,-98.9167,Mexico,MX,México,minor,42739,42739
Empalme,27.9617,-110.8125,Mexico,MX,Sonora,minor,42516,42516
Nuevo México,20.7500,-103.4330,Mexico,MX,Jalisco,,42246,42246
Tequila,20.8794,-103.8356,Mexico,MX,Jalisco,minor,42009,42009
Moroleón,20.1333,-101.2000,Mexico,MX,Guanajuato,minor,41909,41909
Ocosingo,16.9072,-92.0961,Mexico,MX,Chiapas,minor,41878,41878
Jáltipan de Morelos,17.9703,-94.7144,Mexico,MX,Veracruz,minor,41644,41644
Izúcar de Matamoros,18.6000,-98.4667,Mexico,MX,Puebla,minor,41042,41042
Camargo,27.6670,-105.1670,Mexico,MX,Chihuahua,minor,40221,40221
Pénjamo,20.4311,-101.7222,Mexico,MX,Guanajuato,minor,40076,40076
Yecapixtla,18.8833,-98.8650,Mexico,MX,Morelos,minor,39859,39859
Matías Romero,16.8798,-95.0391,Mexico,MX,Oaxaca,,39828,39828
Emiliano Zapata,18.8667,-99.1500,Mexico,MX,Morelos,minor,39702,39702
San Diego de la Unión,21.4656,-100.8736,Mexico,MX,Guanajuato,minor,39663,7116
Uman,20.8833,-89.7500,Mexico,MX,Yucatán,,39611,39611
Villa del Carbón,19.7272,-99.5417,Mexico,MX,México,minor,39587,39587
Apan,19.7000,-98.4333,Mexico,MX,Hidalgo,minor,39247,39247
Galeana,24.8333,-100.0667,Mexico,MX,Nuevo León,minor,38930,38930
San Felipe Orizatlán,21.1719,-98.6064,Mexico,MX,Hidalgo,,38472,38472
Zacatelco,19.2167,-98.2333,Mexico,MX,Tlaxcala,minor,38466,38466
Ciudad Manuel Doblado,20.7303,-101.9533,Mexico,MX,Guanajuato,minor,38309,38309
Xico,19.4170,-97.0000,Mexico,MX,Veracruz,minor,38198,38198
Tlapa de Comonfort,17.5461,-98.5764,Mexico,MX,Guerrero,minor,37975,37975
Santiago,25.4333,-100.1333,Mexico,MX,Nuevo León,minor,37886,37886
Mixquiahuala de Juarez,20.2311,-99.2131,Mexico,MX,Hidalgo,,37747,37747
Melchor Ocampo,19.7083,-99.1444,Mexico,MX,México,minor,37706,37706
Perote,19.5620,-97.2420,Mexico,MX,Veracruz,minor,37516,37516
San Blas,21.5397,-105.2856,Mexico,MX,Nayarit,minor,37478,10187
Compostela,21.2389,-104.9000,Mexico,MX,Nayarit,minor,37478,37478
Paracho de Verduzco,19.6500,-102.0667,Mexico,MX,Michoacán de Ocampo,,37464,37464
Nueva Rosita,27.9390,-101.2180,Mexico,MX,Coahuila de Zaragoza,,36642,34851
Zinacantán,16.7597,-92.7222,Mexico,MX,Chiapas,minor,36489,36489
Zacatepec,18.6833,-99.1833,Mexico,MX,Morelos,minor,36159,36159
Tamuín,22.0000,-98.7833,Mexico,MX,San Luis Potosí,minor,35446,35446
La Barca,20.2903,-102.5456,Mexico,MX,Jalisco,minor,35345,34449
Tonalá,16.0894,-93.7514,Mexico,MX,Chiapas,minor,35322,35322
Acaxochitlán,20.1667,-98.2000,Mexico,MX,Hidalgo,minor,34892,34892
Zimapan,20.7333,-99.3833,Mexico,MX,Hidalgo,,34476,34476
Jiménez,27.1300,-104.9067,Mexico,MX,Chihuahua,minor,34281,34281
Tuxpan,21.8667,-105.4500,Mexico,MX,Nayarit,minor,34079,34079
Salvatierra,20.2156,-100.8961,Mexico,MX,Guanajuato,minor,34066,34066
Santa Isabel,32.6314,-115.5756,Mexico,MX,Baja California,,33604,33604
Paso de Ovejas,19.2850,-96.4400,Mexico,MX,Veracruz,minor,33392,33392
Calpulalpan,19.5869,-98.5683,Mexico,MX,Hidalgo,minor,33263,33263
Pánuco,22.0500,-98.1833,Mexico,MX,Veracruz,minor,33122,33122
Temascalapa,19.8000,-98.9000,Mexico,MX,Hidalgo,minor,33063,33063
Villanueva,22.3536,-102.8831,Mexico,MX,Zacatecas,minor,32835,32835
Ticul,20.3953,-89.5339,Mexico,MX,Yucatán,,32796,32796
Nueva Italia de Ruiz,19.0194,-102.1089,Mexico,MX,Michoacán de Ocampo,,32467,32467
Ojuelos de Jalisco,21.8642,-101.5933,Mexico,MX,Jalisco,minor,32357,32357
Ciudad Sabinas Hidalgo,26.5000,-100.1833,Mexico,MX,Nuevo León,minor,32047,20198
Turicato,19.0500,-101.4167,Mexico,MX,Michoacán de Ocampo,minor,31877,31877
Coatepec Harinas,18.9000,-99.7167,Mexico,MX,México,minor,31860,31860
El Oro de Hidalgo,19.8008,-100.1314,Mexico,MX,Morelos,minor,31847,31847
Jaral del Progreso,20.3667,-101.0667,Mexico,MX,Guanajuato,minor,31780,31780
Amecameca de Juárez,19.1238,-98.7665,Mexico,MX,México,minor,31687,31687
Tecozautla,20.5333,-99.6333,Mexico,MX,Hidalgo,,31609,31609
Cananea,30.9819,-110.3006,Mexico,MX,Sonora,minor,31560,31560
Tenosique,17.4756,-91.4225,Mexico,MX,Tabasco,minor,31392,31392
Atotonilco de Tula,20.0500,-99.1833,Mexico,MX,Hidalgo,,31078,31078
Champotón,19.3500,-90.7167,Mexico,MX,Campeche,minor,30881,30881
Capulhuac,19.2000,-99.4667,Mexico,MX,México,minor,30838,30838
Escuinapa,22.9822,-105.7031,Mexico,MX,Sinaloa,minor,30790,30790
Macuspana,17.7667,-92.6000,Mexico,MX,Tabasco,minor,30661,30661
Huatabampo,26.8304,-109.6300,Mexico,MX,Sonora,minor,30426,25063
Temascaltepec de González,19.0433,-100.0414,Mexico,MX,México,minor,30336,30336
Ometepec,16.6833,-98.4167,Mexico,MX,Guerrero,minor,30271,17801
Cihuatlán,19.2500,-104.5667,Mexico,MX,Jalisco,minor,30241,30241
Ixtapan de la Sal,18.8333,-99.6833,Mexico,MX,México,minor,30073,30073
Otumba,19.6969,-98.7547,Mexico,MX,México,minor,29873,29873
Villa Donato Guerra,19.3083,-100.1422,Mexico,MX,México,minor,29621,29621
Escárcega,18.6067,-90.7344,Mexico,MX,Campeche,minor,29477,29477
San Fernando,24.8504,-98.1600,Mexico,MX,Tamaulipas,minor,29171,22021
Navolato,24.7656,-107.7019,Mexico,MX,Sinaloa,minor,28676,28676
San Salvador,20.2833,-99.0153,Mexico,MX,Hidalgo,minor,28637,28637
Pabellón de Arteaga,22.1500,-102.2667,Mexico,MX,Aguascalientes,minor,28633,28633
Ciudad Sahagun,19.7714,-98.5803,Mexico,MX,Hidalgo,,28609,28609
Cuitzeo del Porvenir,19.9686,-101.1394,Mexico,MX,Michoacán de Ocampo,minor,28227,28227
Villa Luvianos,18.9200,-100.2983,Mexico,MX,México,minor,28215,28215
Xochistlahuaca,16.7914,-98.2419,Mexico,MX,Guerrero,minor,28089,28089
Ojinaga,29.5644,-104.4164,Mexico,MX,Chihuahua,minor,28040,22744
Rincón de Romos,22.2333,-102.3167,Mexico,MX,Aguascalientes,minor,27988,27988
Nochistlán de Mejía,21.3642,-102.8464,Mexico,MX,Zacatecas,minor,27932,27932
Salinas Victoria,25.9667,-100.3000,Mexico,MX,Nuevo León,minor,27848,27848
Tlalpujahua de Rayón,19.8050,-100.1744,Mexico,MX,México,minor,27788,27788
San Martín Hidalgo,20.4350,-103.9286,Mexico,MX,Jalisco,minor,27777,8092
Soledad de Doblado,19.0447,-96.4233,Mexico,MX,Veracruz,minor,27770,27770
Atlautla,19.0000,-98.7167,Mexico,MX,México,minor,27663,27663
Catemaco,18.4167,-95.1167,Mexico,MX,Veracruz,minor,27615,27615
Contla,19.3333,-98.1667,Mexico,MX,Tlaxcala,minor,27610,27610
Abasolo,20.4511,-101.5289,Mexico,MX,Guanajuato,minor,27389,27389
Zempoala,19.9167,-98.6667,Mexico,MX,Hidalgo,minor,27333,27333
Tepehuacán de Guerrero,21.0131,-98.8442,Mexico,MX,Hidalgo,,27240,27240
Ozumba,19.0392,-98.7936,Mexico,MX,México,minor,27207,27207
San Agustín Tlaxiaca,20.1144,-98.8867,Mexico,MX,Hidalgo,,27118,27118
Amatepec,18.6500,-100.1500,Mexico,MX,México,minor,27026,27026
Atitalaquia,20.0583,-99.2208,Mexico,MX,Hidalgo,,26904,26904
Xalatlaco,19.1811,-99.4164,Mexico,MX,México,minor,26865,26865
Tlaxcoapan,20.0953,-99.2200,Mexico,MX,Hidalgo,,26758,26758
Jaltenco,19.7511,-99.0931,Mexico,MX,México,minor,26359,26359
Ocuilan de Arteaga,19.0000,-99.4000,Mexico,MX,México,minor,26332,26332
Santiago Papasquiaro,25.0439,-105.4192,Mexico,MX,Durango,minor,26121,26121
Huaquechula,18.7667,-98.5500,Mexico,MX,Puebla,minor,26114,26114
Zacualtipán,20.6500,-98.6500,Mexico,MX,Hidalgo,,25987,25987
Cuajinicuilapa,16.4717,-98.4153,Mexico,MX,Guerrero,minor,25922,25922
Felipe Carrillo Puerto,19.5786,-88.0453,Mexico,MX,Quintana Roo,minor,25744,25744
Huejotzingo,19.1594,-98.4073,Mexico,MX,Puebla,minor,25684,25684
Cuerámaro,20.6258,-101.6739,Mexico,MX,Guanajuato,minor,25610,13948
Tepetlaoxtoc,19.5731,-98.8203,Mexico,MX,México,minor,25523,25523
Pinal de Amoles,21.1342,-99.4586,Mexico,MX,Querétaro,minor,25325,25325
Álamo,20.9167,-97.6750,Mexico,MX,Veracruz,minor,25159,25159
Santa María Tonameca,15.7458,-96.5472,Mexico,MX,Oaxaca,minor,25130,25130
Sultepec,18.8667,-99.9500,Mexico,MX,México,minor,24986,24986
Doctor Mora,21.1425,-100.3192,Mexico,MX,Guanajuato,minor,24976,5140
Hunucmá,21.0153,-89.8744,Mexico,MX,Yucatán,minor,24910,24910
Aldama,28.8386,-105.9111,Mexico,MX,Chihuahua,minor,24761,18642
Jamay,20.2944,-102.7097,Mexico,MX,Jalisco,minor,24753,24753
Zumpango del Río,17.6500,-99.5000,Mexico,MX,Guerrero,minor,24719,24719
Ciudad Altamirano,18.3583,-100.6667,Mexico,MX,Guerrero,minor,24533,24533
Álamos,27.0275,-108.9400,Mexico,MX,Sonora,minor,24493,9345
Tecolutla,20.4797,-97.0100,Mexico,MX,Veracruz,minor,24258,24258
El Salto,23.7823,-105.3585,Mexico,MX,Durango,minor,24241,24241
Tantoyuca,21.3500,-98.2333,Mexico,MX,Veracruz,minor,23893,23893
Ciudad Serdán,18.9833,-97.4500,Mexico,MX,Puebla,minor,23824,23824
Cerro Azul,21.2000,-97.7331,Mexico,MX,Veracruz,minor,23573,23573
Ocampo,21.6500,-101.5000,Mexico,MX,Guanajuato,minor,23500,23500
Juchitepec,19.0997,-98.8792,Mexico,MX,México,minor,23497,23497
Magdalena de Kino,30.6167,-111.0500,Mexico,MX,Sonora,minor,23359,3445
Soledad Atzompa,18.7550,-97.1522,Mexico,MX,Veracruz,minor,23130,23130
Malinalco,18.9483,-99.4947,Mexico,MX,México,minor,22970,22970
Frontera,18.5336,-92.6469,Mexico,MX,Tabasco,minor,22795,22795
Tequixquiac,19.9097,-99.1417,Mexico,MX,Morelos,minor,22676,22676
Meoqui,28.2722,-105.4819,Mexico,MX,Chihuahua,minor,22574,22574
Santa Ana Nextlalpan,19.7167,-99.0667,Mexico,MX,México,minor,22507,22507
Puente Nacional,19.3333,-96.4833,Mexico,MX,Veracruz,minor,22454,22454
Castaños,26.7833,-101.4167,Mexico,MX,Coahuila de Zaragoza,minor,22401,22401
Alvarado,18.7811,-95.7572,Mexico,MX,Veracruz,minor,22330,22330
Nava,28.4214,-100.7675,Mexico,MX,Coahuila de Zaragoza,minor,22192,22192
Atlatlahucan,18.9350,-98.9000,Mexico,MX,Morelos,minor,22079,22079
Jalpan,21.2167,-99.4725,Mexico,MX,Querétaro,minor,22025,22025
Axapusco,19.7194,-98.7972,Mexico,MX,México,minor,21915,21915
Xalisco,21.4481,-104.9000,Mexico,MX,Nayarit,minor,21899,21899
Chapa de Mota,19.8144,-99.5269,Mexico,MX,México,minor,21746,21746
Tixtla de Guerrero,17.5667,-99.4000,Mexico,MX,Guerrero,minor,21720,21720
Chapala,20.2933,-103.1897,Mexico,MX,Jalisco,minor,21596,21596
San Martín de las Pirámides,19.7333,-98.8167,Mexico,MX,México,minor,21511,21511
Heroica Ciudad de Tlaxiaco,17.2704,-97.6800,Mexico,MX,Oaxaca,minor,21391,14608
Nogales,18.8167,-97.1667,Mexico,MX,Veracruz,minor,21113,21113
Tepezalá,22.2167,-102.1667,Mexico,MX,Aguascalientes,minor,20926,20926
Comala,19.3208,-103.7603,Mexico,MX,Colima,minor,20888,9442
Allende,28.3333,-100.8333,Mexico,MX,Coahuila de Zaragoza,minor,20694,20694
Atoyac de Álvarez,17.2000,-100.4333,Mexico,MX,Guerrero,minor,20515,19081
Loreto,26.0128,-111.3433,Mexico,MX,Baja California Sur,minor,20385,14724
Naranjos,21.3472,-97.6833,Mexico,MX,Veracruz,minor,20073,20073
Ciudad Miguel Alemán,26.4003,-99.0253,Mexico,MX,Tamaulipas,minor,19997,19997
Calvillo,21.8500,-102.7167,Mexico,MX,Aguascalientes,minor,19742,19742
Huanímaro,20.3675,-101.4969,Mexico,MX,Guanajuato,minor,19693,19693
Chiconcuac,19.5500,-98.9000,Mexico,MX,México,minor,19656,19656
Lerdo de Tejada,18.6380,-95.5085,Mexico,MX,Veracruz,minor,19606,19606
Hidalgotitlán,17.7833,-94.6333,Mexico,MX,Veracruz,minor,19587,19587
Tapalpa,19.9445,-103.7585,Mexico,MX,Jalisco,minor,19506,19506
Viesca,25.3500,-102.8000,Mexico,MX,Coahuila de Zaragoza,minor,19328,19328
Cotija de la Paz,19.8100,-102.7047,Mexico,MX,México,minor,19018,19018
Fortín de las Flores,18.9000,-97.0000,Mexico,MX,Veracruz,minor,18965,18965
Landa de Matamoros,21.1819,-99.3203,Mexico,MX,Querétaro,minor,18905,1609
Asunción Nochixtlán,17.4592,-97.2261,Mexico,MX,Oaxaca,minor,18525,18525
San Blas Atempa,16.3167,-95.2167,Mexico,MX,Oaxaca,minor,18406,18406
Santiago Ixcuintla,21.8110,-105.2079,Mexico,MX,Nayarit,minor,18365,15790
Tepetlixpa,19.0006,-98.8178,Mexico,MX,México,minor,18327,18327
Tulum,20.2119,-87.4658,Mexico,MX,Quintana Roo,minor,18233,18233
Acatlán,20.1444,-98.4383,Mexico,MX,Hidalgo,minor,17914,17914
San Bartolo Tutotepec,20.4000,-98.2000,Mexico,MX,Hidalgo,minor,17837,17837
Victoria,21.2122,-100.2144,Mexico,MX,Guanajuato,minor,17764,17764
Miahuatlán de Porfirio Díaz,16.3300,-96.6000,Mexico,MX,Oaxaca,minor,17632,15691
Peñamiller,21.0519,-99.8150,Mexico,MX,Querétaro,minor,17007,17007
Ciudad Guadalupe Victoria,24.4497,-104.1225,Mexico,MX,Durango,minor,16506,16506
Zapotlán de Juárez,19.9667,-98.8500,Mexico,MX,Hidalgo,minor,16493,16493
Santiago Tulantepec,20.0397,-98.3575,Mexico,MX,Hidalgo,minor,16078,16078
Ciudad de Huitzuco,18.3000,-99.3500,Mexico,MX,Guerrero,minor,16025,16025
El Rosario,22.9922,-105.8572,Mexico,MX,Sinaloa,minor,16002,16001
Vicente Guerrero,23.7500,-103.9833,Mexico,MX,Durango,minor,15982,15982
Tenango de Doria,20.3356,-98.2267,Mexico,MX,Hidalgo,minor,15793,15793
Santiago Tuxtla,18.4704,-95.3000,Mexico,MX,Veracruz,minor,15681,11515
La Cruz,23.9214,-106.8919,Mexico,MX,Sinaloa,minor,15657,15657
Madera,29.1900,-108.1414,Mexico,MX,Chihuahua,minor,15447,15447
Ayutla de los Libres,16.9000,-99.2167,Mexico,MX,Guerrero,minor,15370,15370
Amatitán,20.8333,-103.7167,Mexico,MX,Jalisco,minor,15344,15344
Cárdenas,22.0103,-99.6522,Mexico,MX,San Luis Potosí,minor,15331,15331
Chilcuautla,20.3333,-99.2333,Mexico,MX,Hidalgo,minor,15284,15284
Huasca de Ocampo,20.2028,-98.5758,Mexico,MX,Hidalgo,minor,15201,15201
Calkiní,20.3667,-90.0500,Mexico,MX,Campeche,minor,14934,14934
Tecuala,22.4004,-105.4600,Mexico,MX,Nayarit,minor,14921,10583
Cerritos,22.4275,-100.2783,Mexico,MX,San Luis Potosí,minor,14804,14804
Tlaxcala,19.3191,-98.1998,Mexico,MX,Tlaxcala,admin,14692,14692
Técpan de Galeana,17.2500,-100.6833,Mexico,MX,Guerrero,minor,14638,14638
Ciudad Hidalgo,14.6792,-92.1497,Mexico,MX,Chiapas,minor,14606,14606
Tierra Blanca,21.1011,-100.1578,Mexico,MX,Guanajuato,minor,14515,14515
Guachochi,26.8194,-107.0700,Mexico,MX,Chihuahua,minor,14513,14513
Tlayacapan,18.9556,-98.9811,Mexico,MX,Morelos,minor,14467,14467
San Andrés Timilpan,19.8667,-99.7333,Mexico,MX,México,minor,14335,14335
Ciénega de Flores,25.9500,-100.1833,Mexico,MX,Nuevo León,minor,14268,14268
Almoloya de Alquisiras,18.8500,-99.8500,Mexico,MX,México,minor,14196,14196
Juan Aldama,24.2910,-103.3940,Mexico,MX,Zacatecas,minor,14162,12073
Santa Rosalía,27.3389,-112.2669,Mexico,MX,Baja California Sur,minor,14160,11765
Tepoztlán,18.9853,-99.0997,Mexico,MX,Morelos,minor,14130,14130
Acala,16.5533,-92.8069,Mexico,MX,Chiapas,minor,13889,13889
Apaxco de Ocampo,19.9733,-99.1700,Mexico,MX,Hidalgo,minor,13836,13836
Zacualpan,18.7197,-99.7800,Mexico,MX,México,minor,13800,13800
San Pedro Pochutla,15.7463,-96.4652,Mexico,MX,Oaxaca,minor,13685,13685
Aldama,22.9194,-98.0736,Mexico,MX,Tamaulipas,minor,13661,13661
Ascensión,31.0928,-107.9964,Mexico,MX,Chihuahua,minor,13456,13456
Coquimatlán,19.2038,-103.8086,Mexico,MX,Colima,minor,13358,13358
Cadereyta,20.7000,-99.8167,Mexico,MX,Querétaro,minor,13347,13347
Singuilucan,19.9675,-98.5178,Mexico,MX,Hidalgo,minor,13143,13143
Valparaíso,22.7667,-103.5667,Mexico,MX,Zacatecas,minor,12919,12919
Sonoita,31.8614,-112.8544,Mexico,MX,Sonora,minor,12849,12849
Maxcanú,20.5833,-89.9833,Mexico,MX,Yucatán,minor,12621,12621
El Fuerte,26.4214,-108.6200,Mexico,MX,Sinaloa,minor,12566,12566
Arroyo Seco,21.5472,-99.6883,Mexico,MX,Querétaro,minor,12493,1425
Isla Mujeres,21.2084,-86.7115,Mexico,MX,Quintana Roo,minor,12491,12491
Emiliano Zapata,19.6500,-98.5500,Mexico,MX,Hidalgo,minor,12309,12309
Tzintzuntzán,19.6283,-101.5789,Mexico,MX,Michoacán de Ocampo,minor,12259,12259
Tempoal de Sánchez,21.5167,-98.3833,Mexico,MX,Veracruz,minor,12237,12237
Cocotitlán,19.2167,-98.8500,Mexico,MX,México,minor,12142,12142
Mineral del Monte,20.1333,-98.6667,Mexico,MX,Hidalgo,minor,11944,11944
Balancán,17.8000,-91.5300,Mexico,MX,Tabasco,minor,11895,3438
Abasolo,24.0559,-98.3733,Mexico,MX,Tamaulipas,minor,11862,11862
José María Morelos,19.7500,-88.7000,Mexico,MX,Quintana Roo,minor,11750,11750
Tolcayuca,19.9500,-98.9167,Mexico,MX,Morelos,minor,11746,11746
Ángel R. Cabada,18.5969,-95.4453,Mexico,MX,Veracruz,minor,11689,11689
Huandacareo,19.9906,-101.2750,Mexico,MX,Michoacán de Ocampo,minor,11592,11592
Espita,21.0128,-88.3047,Mexico,MX,Yucatán,minor,11551,11551
Epazoyucan,20.0177,-98.6361,Mexico,MX,Hidalgo,minor,11522,11522
Santa María Huazolotitlán,16.3014,-97.9125,Mexico,MX,Oaxaca,minor,11400,11400
Xichú,21.2997,-100.0553,Mexico,MX,Guanajuato,minor,11323,11323
González,22.8281,-98.4306,Mexico,MX,Tamaulipas,minor,11212,11212
Temamatla,19.2028,-98.8700,Mexico,MX,México,minor,11206,11206
Joquicingo,19.0556,-99.5467,Mexico,MX,México,minor,11042,11042
Saucillo,28.0333,-105.2833,Mexico,MX,Chihuahua,minor,11004,11004
Acanceh,20.8133,-89.4524,Mexico,MX,Yucatán,minor,10968,10968
Nuevo Ideal,24.8875,-105.0728,Mexico,MX,Durango,minor,10876,10876
Totolapan,18.9869,-98.9197,Mexico,MX,Morelos,minor,10790,10790
Villa Unión,23.9667,-104.0333,Mexico,MX,Durango,minor,10753,10753
Tlachichilco,20.6217,-98.1994,Mexico,MX,Veracruz,minor,10729,10729
Tezontepec,19.8833,-98.8167,Mexico,MX,Hidalgo,minor,10723,10723
Soyaniquilpan,19.9892,-99.4361,Mexico,MX,México,minor,10719,10719
Coalcomán de Vázquez Pallares,18.7771,-103.1596,Mexico,MX,Michoacán de Ocampo,minor,10715,8660
Chichihualco,17.6550,-99.6740,Mexico,MX,Guerrero,minor,10690,10079
Almoloya,19.7000,-98.4000,Mexico,MX,Hidalgo,minor,10638,10638
Santa Ana,30.5406,-111.1205,Mexico,MX,Sonora,minor,10593,10593
Tenango del Aire,19.1575,-98.8581,Mexico,MX,México,minor,10578,10578
Tierra Colorada,17.1656,-99.5264,Mexico,MX,Guerrero,minor,10502,10502
Jaltenango,15.8725,-92.7250,Mexico,MX,Chiapas,minor,10427,10427
Coroneo,20.1333,-100.3333,Mexico,MX,Guanajuato,minor,10347,10347
Canatlán,24.5200,-104.7800,Mexico,MX,Durango,minor,10342,5271
Cuatro Ciénegas de Carranza,26.9861,-102.0664,Mexico,MX,Coahuila de Zaragoza,minor,10309,10309
Hecelchakán,20.1667,-90.1333,Mexico,MX,Campeche,minor,10285,10285
Chavinda,20.0167,-102.4500,Mexico,MX,Michoacán de Ocampo,minor,10258,10258
Tetela del Volcán,18.8931,-98.7297,Mexico,MX,Morelos,minor,10199,10199
Mexicaltzingo,19.2092,-99.5858,Mexico,MX,México,minor,10161,10161
Ciudad Tula,23.0000,-99.7200,Mexico,MX,Tamaulipas,minor,10043,10043
Pajacuarán,20.1178,-102.5667,Mexico,MX,Michoacán de Ocampo,minor,10014,10014
Platón Sánchez,21.2833,-98.3667,Mexico,MX,Veracruz,minor,10009,10009
Imuris,30.7667,-110.8333,Mexico,MX,Sonora,minor,9921,9921
Jilotlán de los Dolores,19.3708,-103.0197,Mexico,MX,Jalisco,minor,9917,9917
Cuencamé de Ceniceros,24.8667,-103.7000,Mexico,MX,Durango,minor,9848,9848
Candelaria,18.1844,-91.0461,Mexico,MX,Campeche,minor,9812,9812
Jamapa,19.0400,-96.2400,Mexico,MX,Veracruz,minor,9772,9772
Ciudad Cuauhtémoc,22.1842,-97.8325,Mexico,MX,Veracruz,minor,9740,9740
Xicoténcatl,22.9958,-98.9447,Mexico,MX,Tamaulipas,minor,9593,9593
Tlahualilo de Zaragoza,26.1167,-103.4500,Mexico,MX,Durango,minor,9517,9517
Halachó,20.4764,-90.0819,Mexico,MX,Yucatán,minor,9412,9412
